"","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort"
"3535.2010",12,3,535,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,7,FALSE,NA,NA,NA,NA,2010,0.0463967196,0.170357187,0.371884645902,0.0460825596,0.168884562,0.3657505698,0.0463967196,0.170357187,0.371884645902,0,1.35,NA,NA,NA,"ALIVE","",12.8166666666667,0,3535,FALSE
"3536.2010",12,3,536,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,6,FALSE,NA,NA,NA,NA,2010,3.1416e-06,0.150580092432,0.3763542552,0,0.1485175692,0.364115367,0,0.150439113132,0.37552114215,1.2,1.61,NA,NA,NA,"ALIVE","",12.8166666666667,0.0001130976,3536,FALSE
"3537.2010",12,3,538,"ABBA",NA,1011,"M","E",195,"H","BSLP",6,6,FALSE,NA,NA,NA,NA,2010,0.0065038974,0.099062337066,0.359996399532,0.0065038974,0.097267863,0.3458485338,0.0065038974,0.099052590252,0.35996122932,0.4,1.52,NA,NA,NA,"ALIVE","",12.8166666666667,1.25664e-05,3537,FALSE
"3538.2010",12,3,682,"PIRU",NA,1011,"M","E",195,"H","BSLP",6,10,FALSE,TRUE,TRUE,TRUE,TRUE,2010,0,NA,NA,0,NA,NA,0,NA,NA,8.5,8.33,0.0666666666666667,8.48231999999999e-05,0.0775,"ALIVE","o",12.8166666666667,0.005674515,3538,FALSE
"3539.2010",12,3,725,"PIRU",NA,1011,"M","E",195,"H","BSLP",10,6,FALSE,TRUE,FALSE,TRUE,FALSE,2010,0,NA,NA,0,NA,NA,0,NA,NA,9.8,2.02,0.0166666666666668,2.53946000000002e-05,-0.223333333333333,"ALIVE","o",12.8166666666667,0.0075429816,3539,FALSE
"3540.2010",12,3,729,"PIRU",NA,1011,"M","E",195,"H","BSLP",6,7,FALSE,TRUE,TRUE,TRUE,TRUE,2010,0.002925615,0.118091887914,0.348862302096,0.0026420856,0.1168659492,0.3407010222,0,0.0237787704,0.0778967574,16.9,12.45,0.283333333333333,0.0006764912,0.295833333333333,"ALIVE","c",12.8166666666667,0.0224318094,3540,FALSE
"3541.2010",12,3,735,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,6,FALSE,FALSE,TRUE,TRUE,FALSE,2010,0,0.208008540432,NA,0,0.204848028,NA,0,0.189293181,NA,10.8,4.88,0.291666666666667,0.00041462575,-0.301666666666667,"ALIVE","i",12.8166666666667,0.0091609056,3541,FALSE
"3542.2010",12,3,741,"BECO",NA,1011,"M","E",195,"H","BSLP",8,7,FALSE,TRUE,TRUE,TRUE,TRUE,2010,0,0.1235858316,0.429800591682,0,0.1219184274,0.4236698928,0,0.029864835,0.0641718924,19.2,15.6,0.0916666666666665,0.000268541349999999,0.0583333333333333,"ALIVE","c",12.8166666666667,0.0289529856,3542,FALSE
"3543.2010",12,3,742,"BECO",NA,1011,"M","E",195,"H","BSLP",6,8,FALSE,TRUE,FALSE,TRUE,TRUE,2010,0.0294532854,0.13312757766,0.508447044798,0.0294532854,0.1315835598,0.5055337056,0.0237787704,0.1006710012,0.3662760024,14.1,12.1,0.0833333333333333,0.000178024,0.0166666666666666,"ALIVE","c",12.8166666666667,0.0156145374,3543,FALSE
"3544.2010",12,3,743,"PIRU",NA,1011,"M","E",195,"H","BSLP",6,6,FALSE,TRUE,TRUE,TRUE,TRUE,2010,1.25664e-05,0.092571006066,0.353505068532,0,0.0907639656,0.3393446364,0,0.0774302298,0.3139023888,9.1,6.15,0.233333333333333,0.0002822204,0.170833333333333,"ALIVE","o",12.8166666666667,0.0065038974,3544,FALSE
"3545.2010",12,3,747,"ABBA",NA,1011,"M","E",195,"H","BSLP",10,7,FALSE,TRUE,TRUE,TRUE,TRUE,2010,0.0206120376,NA,NA,0.0206120376,NA,NA,0.0206120376,NA,NA,15.8,12,0.166666666666667,0.000387464,0.166666666666667,"ALIVE","c",12.8166666666667,0.0196067256,3545,FALSE
"3547.2010",12,3,762,"BECO",NA,1011,"M","E",195,"H","BSLP",8,9,FALSE,TRUE,TRUE,TRUE,TRUE,2010,0.0131224632,0.1759013256,NA,0.0128679936,0.1739441088,NA,0,0.1245353802,NA,14.8,13.43,0.0416666666666667,9.52297500000004e-05,0.0191666666666667,"ALIVE","c",12.8166666666667,0.0172034016,3547,FALSE
"3548.2010",12,3,945,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,8,FALSE,NA,NA,TRUE,TRUE,2010,0.00031416,0.1567713378,0.537472782,0,0.154578501,0.5348291256,0.00031416,0.1566511716,0.5372984232,1,1.66,0.0833333333333333,6.545e-06,0.0383333333333333,"ALIVE","",12.8166666666667,7.854e-05,3548,FALSE
"3552.2010",12,3,98548,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,8,FALSE,NA,NA,TRUE,TRUE,2010,0.000333795,0.1989355368,0.468249126114,0,0.1968911406,0.4651555062,0.000333795,0.1989355368,0.468207955446,0.5,1.49,0.0416666666666667,1.63625e-06,0.0325,"ALIVE","",12.8166666666667,1.9635e-05,3552,FALSE
"3556.2010",12,4,115,"PIRU",NA,1011,"M","E",195,"H","BSLP",8,5,FALSE,TRUE,TRUE,TRUE,NA,2010,0.015515050782,0.102182315004,0.418243870506,0.014313915,0.0954755802,0.3975090042,0.014313915,0.0791384748,0.320906586,11.5,NA,0.116666666666667,0.0001979208,NA,"ALIVE","",12.8166666666667,0.010386915,3556,FALSE
"3558.2010",12,4,190,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3558,FALSE
"3559.2010",12,4,278,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008429643222,0.084175849758,NA,0.0053847024,0.0646085748,NA,0.008429643222,0.084159701934,NA,0.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,1.25664e-05,3559,FALSE
"3560.2010",12,4,291,"PIRU",NA,1011,"M","E",195,"H","BSLP",10,5,FALSE,TRUE,TRUE,TRUE,NA,2010,0.026521182996,NA,NA,0.0257304894,NA,NA,0.0257304894,NA,NA,10.1,NA,0.191666666666667,0.00026945765,NA,"ALIVE","",12.8166666666667,0.0080118654,3560,FALSE
"3562.2010",12,4,305,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,TRUE,TRUE,TRUE,NA,2010,0.00170565318,0.103251998388,0.255245158938,0,0.0938301672,0.2173885098,0,0.024052875,0.0608630022,13.7,NA,0.416666666666667,0.00073304,NA,"ALIVE","",12.8166666666667,0.0147411726,3562,FALSE
"3563.2010",12,4,306,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008442209622,0.084188416158,NA,0.0053847024,0.0646085748,NA,0.008442209622,0.084188416158,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3563,FALSE
"3564.2010",12,4,311,"BECO",NA,1011,"M","E",195,"H","BSLP",9,5,FALSE,TRUE,FALSE,TRUE,NA,2010,0.014441943054,0.129747867942,NA,0.01327326,0.123735843,NA,0,0.0257304894,NA,15.8,NA,0.075,0.00018083835,NA,"ALIVE","",12.8166666666667,0.0196067256,3564,FALSE
"3565.2010",12,4,330,"ABBA",NA,1011,"M","E",195,"H","BSLP",10,2,FALSE,NA,NA,NA,NA,2010,0.002315264952,NA,NA,0.0019635,NA,NA,0.0019635,NA,NA,3.3,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0008553006,3565,FALSE
"3566.2010",12,4,337,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,3,FALSE,TRUE,TRUE,TRUE,NA,2010,0.001158292212,0.071660885604,0.327145033908,0,0.0529108272,0.278526402,0,0,0.056211078,17.5,NA,0.425,0.00099804705,NA,"ALIVE","",12.8166666666667,0.024052875,3566,FALSE
"3569.2010",12,4,340,"BECO",NA,1011,"M","E",195,"H","BSLP",6,2,FALSE,TRUE,FALSE,FALSE,NA,2010,0.006831259974,0.108891649482,NA,0.0054106206,0.075193952526,NA,0,0.0467886342,NA,10.1,NA,-0.0166666666666668,-2.67036000000001e-05,NA,"ALIVE","",12.8166666666667,0.0080118654,3569,FALSE
"3570.2010",12,4,343,"BECO",NA,1011,"M","E",195,"H","BSLP",6,4,FALSE,TRUE,FALSE,TRUE,NA,2010,0.0139432062,0.07874938764,0.248219630274,0.0128679936,0.0636362496,0.2068123134,0.0128679936,0.0276091662,0.0977061162,12.4,NA,0.0083333333333333,1.61661499999999e-05,NA,"ALIVE","",12.8166666666667,0.0120763104,3570,FALSE
"3575.2010",12,4,352,"PIRU",NA,1011,"M","E",195,"H","BSLP",6,1,FALSE,TRUE,TRUE,TRUE,NA,2010,0.010008532842,NA,NA,0.0022902264,NA,NA,0,NA,NA,11,NA,0.241666666666667,0.00036252755,NA,"ALIVE","",12.8166666666667,0.00950334,3575,FALSE
"3576.2010",12,4,354,"PIRU",NA,1011,"M","E",195,"H","BSLP",10,1,FALSE,TRUE,FALSE,TRUE,NA,2010,0.002836495662,NA,NA,0,NA,NA,0,NA,NA,19.7,NA,0.2,0.000581196,NA,"ALIVE","",12.8166666666667,0.0304805886,3576,FALSE
"3578.2010",12,4,359,"ABBA",NA,1011,"M","E",195,"H","BSLP",6,4,FALSE,TRUE,TRUE,TRUE,NA,2010,0.013151523,0.07795770444,0.247427947074,0.0120763104,0.0628445664,0.2060206302,0,0.0147411726,0.0848381226,12.8,NA,0.291666666666667,0.00050625575,NA,"ALIVE","",12.8166666666667,0.0128679936,3578,FALSE
"3580.2010",12,4,362,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,5,FALSE,TRUE,TRUE,TRUE,NA,2010,0.020775408654,0.136081333542,NA,0.0196067256,0.1300693086,NA,0.0196067256,0.0768545316,NA,13,NA,0.208333333333333,0.00038451875,NA,"ALIVE","",12.8166666666667,0.01327326,3580,FALSE
"3583.2010",12,4,366,"BECO",NA,1011,"M","E",195,"H","BSLP",7,3,FALSE,TRUE,FALSE,TRUE,NA,2010,0.010145647974,0.11260232676,0.309895694262,0.0096769134,0.098748342,0.248633834526,0.0096769134,0.0814271304,0.1761196668,9.6,NA,0.0083333333333333,1.250095e-05,NA,"ALIVE","",12.8166666666667,0.0072382464,3583,FALSE
"3584.2010",12,4,368,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.003821779962,0.119502207132,NA,0,0.097157907,NA,0,0.1026627756,NA,4.78,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.001794513336,3584,FALSE
"3588.2010",12,4,379,"BECO",NA,1011,"M","E",195,"H","BSLP",7,3,FALSE,TRUE,FALSE,TRUE,NA,2010,0.007706980974,0.11016365976,0.306268552128,0.0072382464,0.096309675,0.246195167526,0,0.0637383516,0.1404326616,11.1,NA,0.0249999999999999,4.30006499999999e-05,NA,"ALIVE","",12.8166666666667,0.0096769134,3588,FALSE
"3591.2010",12,4,403,"PIRU",NA,1011,"M","E",195,"H","BSLP",10,5,FALSE,TRUE,TRUE,TRUE,NA,2010,0.008802558996,NA,NA,0.0080118654,NA,NA,0,NA,NA,18.1,NA,0.425,0.00103810245,NA,"ALIVE","",12.8166666666667,0.0257304894,3591,FALSE
"3592.2010",12,4,473,"PIRU",NA,1011,"M","E",195,"H","BSLP",10,3,FALSE,TRUE,TRUE,TRUE,NA,2010,0.00277356156,NA,NA,0,NA,NA,0,NA,NA,12.4,NA,0.3,0.0004995144,NA,"ALIVE","",12.8166666666667,0.0120763104,3592,FALSE
"3593.2010",12,4,600,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3593,FALSE
"3594.2010",12,4,605,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3594,FALSE
"3595.2010",12,4,606,"ABBA",NA,1011,"M","E",195,"H","BSLP",10,1,FALSE,NA,NA,NA,NA,2010,0.031507522662,NA,NA,0.0304805886,NA,NA,0.0304805886,NA,NA,4.8,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0018095616,3595,FALSE
"3596.2010",12,4,607,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005218684548,0.120899111718,NA,0,0.097157907,NA,0.004026494472,0.115930121538,NA,2.25,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.00039760875,3596,FALSE
"3597.2010",12,4,608,"ABBA",NA,1011,"M","E",195,"H","BSLP",10,1,FALSE,NA,NA,NA,NA,2010,0.033317084262,NA,NA,0.0304805886,NA,NA,0.033317084262,NA,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3597,FALSE
"3598.2010",12,4,612,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,NA,NA,NA,NA,2010,0.016428730164,0.117975075372,0.269968235922,0.0147411726,0.1085713398,0.2321296824,0.016422572628,0.117927880686,0.26985668556,0.48,NA,NA,NA,NA,"ALIVE","",12.8166666666667,1.8095616e-05,3598,FALSE
"3599.2010",12,4,613,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3599,FALSE
"3600.2010",12,4,617,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,NA,NA,NA,NA,2010,0.015767957436,0.117314302644,0.269307463194,0.0147411726,0.1085713398,0.2321296824,0.0147411726,0.112625016966,0.25369456728,2.94,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.000678868344,3600,FALSE
"3601.2010",12,4,618,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,NA,NA,NA,NA,2010,0.016440668244,0.117987013452,0.269980174002,0.0147411726,0.1085713398,0.2321296824,0.016440668244,0.117987013452,0.269972751972,0.28,NA,NA,NA,NA,"ALIVE","",12.8166666666667,6.157536e-06,3601,FALSE
"3602.2010",12,4,619,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,NA,NA,NA,NA,2010,0.01606669218,0.117613037388,0.269606197938,0.0147411726,0.1085713398,0.2321296824,0.015420040944,0.11525218782,0.261237658836,2.2,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0003801336,3602,FALSE
"3603.2010",12,4,620,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,3,FALSE,NA,NA,NA,NA,2010,0.017383894374,0.11984057316,0.317133940662,0.0169151598,0.1059865884,0.255872080926,0.017383894374,0.11984057316,0.317133940662,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3603,FALSE
"3604.2010",12,4,621,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,4,FALSE,NA,NA,NA,NA,2010,0.01638320838,0.117929553588,0.269922714138,0.0147411726,0.1085713398,0.2321296824,0.016243933398,0.117568638726,0.269062614744,0.9,NA,NA,NA,NA,"ALIVE","",12.8166666666667,6.36174e-05,3604,FALSE
"3605.2010",12,4,622,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,3,FALSE,NA,NA,NA,NA,2010,0.017383894374,0.11984057316,0.317133940662,0.0169151598,0.1059865884,0.255872080926,0.017383894374,0.11984057316,0.317133940662,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3605,FALSE
"3606.2010",12,4,623,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,3,FALSE,NA,NA,NA,NA,2010,0.017383894374,0.11984057316,0.317133940662,0.0169151598,0.1059865884,0.255872080926,0.017383894374,0.11984057316,0.317133940662,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3606,FALSE
"3607.2010",12,4,624,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,2,FALSE,NA,NA,NA,NA,2010,0.007209924876,0.111211053492,NA,0.005674515,0.0889434084,NA,0.007209924876,0.111209042868,NA,0.35,NA,NA,NA,NA,"ALIVE","",12.8166666666667,9.62115e-06,3607,FALSE
"3608.2010",12,4,625,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,2,FALSE,NA,NA,NA,NA,2010,0.007219546026,0.111220674642,NA,0.005674515,0.0889434084,NA,0.007219546026,0.111220674642,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3608,FALSE
"3609.2010",12,4,626,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,1,FALSE,NA,NA,NA,NA,2010,0.007882879158,NA,NA,0.0055708422,NA,NA,0.007496925744,NA,NA,2.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0004523904,3609,FALSE
"3610.2010",12,4,627,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,1,FALSE,NA,NA,NA,NA,2010,0.008335269558,NA,NA,0.0055708422,NA,NA,0.008335269558,NA,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3610,FALSE
"3611.2010",12,4,628,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,1,FALSE,NA,NA,NA,NA,2010,0.007628409558,NA,NA,0.0055708422,NA,NA,0.006790065744,NA,NA,3,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.00070686,3611,FALSE
"3612.2010",12,4,629,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,2,FALSE,NA,NA,NA,NA,2010,0.005482296204,0.10338196638,NA,0.0030190776,0.0837220692,NA,0.004695466776,0.096879074292,NA,2.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0004523904,3612,FALSE
"3613.2010",12,4,630,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,2,FALSE,NA,NA,NA,NA,2010,0.005651157204,0.10355082738,NA,0.0030190776,0.0837220692,NA,0.005147857176,0.100829542044,NA,1.9,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0002835294,3613,FALSE
"3614.2010",12,4,631,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,3,FALSE,NA,NA,NA,NA,2010,0.025211167212,0.095713760604,0.351197908908,0.024052875,0.0769637022,0.302579277,0.025211167212,0.095713760604,0.351197908908,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3614,FALSE
"3615.2010",12,4,632,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,3,FALSE,NA,NA,NA,NA,2010,0.024831033612,0.095333627004,0.350817775308,0.024052875,0.0769637022,0.302579277,0.024052875,0.090580558992,0.341487623862,2.2,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0003801336,3615,FALSE
"3616.2010",12,4,633,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,3,FALSE,NA,NA,NA,NA,2010,0.025175910606,0.095678503998,0.351162652302,0.024052875,0.0769637022,0.302579277,0.025175910606,0.095567024322,0.350782408746,0.67,NA,NA,NA,NA,"ALIVE","",12.8166666666667,3.5256606e-05,3616,FALSE
"3617.2010",12,4,634,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,5,FALSE,NA,NA,NA,NA,2010,0.025901965782,0.112569230004,0.428630785506,0.02470083,0.1058624952,0.4078959192,0.025901965782,0.112569230004,0.428630785506,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3617,FALSE
"3618.2010",12,4,635,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,1,FALSE,NA,NA,NA,NA,2010,0.009117779286,NA,NA,0.0084948864,NA,NA,0.00879353475,NA,NA,1.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0001539384,3618,FALSE
"3619.2010",12,4,636,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.006556464222,0.082302670758,NA,0.0053847024,0.0646085748,NA,0.0053847024,0.0646085748,NA,4.9,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0018857454,3619,FALSE
"3620.2010",12,4,637,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008418451272,0.084164657808,NA,0.0053847024,0.0646085748,NA,0.008405884872,0.084116308584,NA,0.55,NA,NA,NA,NA,"ALIVE","",12.8166666666667,2.375835e-05,3620,FALSE
"3621.2010",12,4,638,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.005021007222,0.080767213758,NA,0.0019635,0.0611873724,NA,0,0.0510242964,NA,6.6,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0034212024,3621,FALSE
"3622.2010",12,4,639,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008381388246,0.084127594782,NA,0.0053847024,0.0646085748,NA,0.008244139596,0.083650582092,NA,0.88,NA,NA,NA,NA,"ALIVE","",12.8166666666667,6.0821376e-05,3622,FALSE
"3623.2010",12,4,640,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008044600872,0.083790807408,NA,0.0053847024,0.0646085748,NA,0.0072704478,0.078330541674,NA,2.25,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.00039760875,3623,FALSE
"3624.2010",12,4,641,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008398030872,0.084144237408,NA,0.0053847024,0.0646085748,NA,0.008361706122,0.083978408052,NA,0.75,NA,NA,NA,NA,"ALIVE","",12.8166666666667,4.417875e-05,3624,FALSE
"3625.2010",12,4,642,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005200816698,0.120881243868,NA,0,0.097157907,NA,0.003611017872,0.114705164574,NA,2.3,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0004154766,3625,FALSE
"3626.2010",12,4,643,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3626,FALSE
"3627.2010",12,4,644,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005148697554,0.120829124724,NA,0,0.097157907,NA,0.003143422128,0.112910054334,NA,2.44,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.000467595744,3627,FALSE
"3628.2010",12,4,645,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005375764548,0.121056191718,NA,0,0.097157907,NA,0.005190692892,0.119626740156,NA,1.75,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.00024052875,3628,FALSE
"3629.2010",12,4,646,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005609224698,0.121289651868,NA,0,0.097157907,NA,0.005609224698,0.121287641244,NA,0.3,NA,NA,NA,NA,"ALIVE","",12.8166666666667,7.0686e-06,3629,FALSE
"3630.2010",12,4,647,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005596658298,0.121277085468,NA,0,0.097157907,NA,0.005589589698,0.121255439844,NA,0.5,NA,NA,NA,NA,"ALIVE","",12.8166666666667,1.9635e-05,3630,FALSE
"3631.2010",12,4,648,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005616293298,0.121296720468,NA,0,0.097157907,NA,0.005616293298,0.121296720468,NA,0,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0,3631,FALSE
"3632.2010",12,4,649,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,2,FALSE,NA,NA,NA,NA,2010,0.005375764548,0.121056191718,NA,0,0.097157907,NA,0.005190692892,0.119626740156,NA,1.75,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.00024052875,3632,FALSE
"3633.2010",12,4,650,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,3,FALSE,NA,NA,NA,NA,2010,0.008158680222,0.083904886758,NA,0.0053847024,0.0646085748,NA,0.007960610196,0.081059319726,NA,1.9,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0002835294,3633,FALSE
"3634.2010",12,4,651,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,4,FALSE,NA,NA,NA,NA,2010,0.0058850022,0.163648834272,NA,0.0039592014,0.1509491676,NA,0.0058850022,0.161659675254,NA,1.96,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.000301719264,3634,FALSE
"3635.2010",12,4,652,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,4,FALSE,NA,NA,NA,NA,2010,0.005278799064,0.163042631136,NA,0.0039592014,0.1509491676,NA,0.0049770798,0.154820412054,NA,3.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0009079224,3635,FALSE
"3636.2010",12,4,653,"ABBA",NA,1011,"M","E",195,"H","BSLP",9,4,FALSE,NA,NA,NA,NA,2010,0.005168843064,0.162932675136,NA,0.0039592014,0.1509491676,NA,0.0039592014,0.152834913,NA,3.6,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0010178784,3636,FALSE
"3637.2010",12,4,654,"ABBA",NA,1011,"M","E",195,"H","BSLP",7,5,FALSE,NA,NA,NA,NA,2010,0.00019890255,0.095691635886,0.354550789362,0,0.091310604,0.3297297696,0.00018633615,0.095623203984,0.354270032424,0.65,NA,NA,NA,NA,"ALIVE","",12.8166666666667,3.318315e-05,3637,FALSE
"3638.2010",12,4,655,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,5,FALSE,NA,NA,NA,NA,2010,0.025618436382,0.112285700604,0.428347256106,0.02470083,0.1058624952,0.4078959192,0.025618436382,0.111345270498,0.426492722502,1.9,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0002835294,3638,FALSE
"3639.2010",12,4,656,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,5,FALSE,NA,NA,NA,NA,2010,0.025565429736,0.112232693958,0.42829424946,0.02470083,0.1058624952,0.4078959192,0.025281900336,0.110395988934,0.424369668492,2.07,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.000336536046,3639,FALSE
"3640.2010",12,4,657,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,4,FALSE,NA,NA,NA,NA,2010,0.0032169984,0.137070536988,0.304826966136,0.0032169984,0.1258509252,0.2720405688,0.0032169984,0.136819397484,0.304301996922,0.84,NA,NA,NA,NA,"ALIVE","",12.8166666666667,5.5417824e-05,3640,FALSE
"3641.2010",12,4,658,"ABBA",NA,1011,"M","E",195,"H","BSLP",8,4,FALSE,NA,NA,NA,NA,2010,5.5417824e-05,0.133908956412,0.30166538556,0,0.1226339268,0.2688235704,0,0.1206704268,0.2618774928,6.4,NA,NA,NA,NA,"ALIVE","",12.8166666666667,0.0032169984,3641,FALSE
